look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Hazy golden-orange with visible effervescence, a creamy white head, good retention, and streaky lacing.  Smells of ripe banana, clove, hay, dried apricot, pear, apple skin, honeydew melon, and toast.  The taste follows the nose. Banana and dried apricot upfront, followed by toast and cracker, apple, pear, lemon, honeydew melon, green grape, hay and clove. A hint of sweetness throughout, but finishes dry and spicy.  The feel is medium-plus-ish, highly carbonated like champagne, providing a prickling and pillowy sensation that quickly rolls across the palate and disappears into dryness.  A sensational American saison! One of the OG American saisons, this stands up to the test of the time. Phenomenal stuff.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Slightly hazy straw gold pour with a thick white one-finger head. Big yeasty aroma. Taste has strong pepper, yeast and grain flavors upfront backed by even more pepper on the back of the tongue. Light bodied and highly carbonated.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 25.4 oz. bottle consumed over two days with various Yuletide snacks. Used Ommegang's proprietary tulip as a vessel.    Appearance: Pours a cloudy straw with a big white head. Looks great. Terrific saison presentation.    Aroma: Good nose. Grass, funky yeast, citrus/orange rind/lemon, hay, earth.    Taste: Follows nose. Orange rind leads the way and is right on the the edge of overpowering without going over it. Tasty saison. Doesn't quite equal the appearance and nose with the taste, but that's a high bar.    Mouthfeel: Very easy on the palate for such a complex, flavorful beer. Alcohol is noticeable but not painful.    Overall: Excellent saison. Recommended to anyone. Up to the hype, I'd say.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 4 | feel: 3.5 | overall: 4.25 Appearance is pale straw yellow and hazy, with a light creamy white foam cap. Aroma is spicy phenols, grass, coriander, lemon, and a hint of brett. Taste is light bready malt, pepper, coriander, orange peel, tangerine,and an acidic tartness. Mouthfeel is medium, somewhat full for a saison, with a slight creamy body and high carbonation. Finishes with a crisp dry bitterness and tartness. Spicy coriander and slight brett lingers.   
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.75 Oh my god this beer is delicious. This is definitely the best saison I've ever had. I can't really taste the alcohol at all. One of the tastiest beers I've ever had period.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 Look: Hazy pale yellow. Quite a lot of fizz. 3-finger head with a moderate pour. Quickly recedes but the lacing is decent.    Smell: Grass, earth, and spices. Some tart fruit and citrus and pineapple.    Taste: Slight bitterness at first. Very dry. Spices kick in along with hay, grass, pineapple, orange, and black pepper. Funky yeast and metallic flavors. Slight biscuit and crackers.     Feel: Light bodied. A bit thinner than expected. Flattens out a bit.     Overall: Decent. Very spicy and earthy. Quite complex in flavor.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.5 Incredible beer, even if it is not my preferred style. Incredible amount of flavor, gorgeous colour, amazing mouthfeel. The Belgian style spices really shine to make this one of the most flavourful beers I've had. Very complex and extremely refreshing. Would pick this up at any price.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 First impression was "wow" I didn't expect that much flavor from a beer this refreshing. Beautiful zip of carbonation from front to back. A hint of bitterness, sweetness, and citrus with a unique richness and creaminess that lingers in the back with a dry finish. Ommegang continues to make ales that aspire to be great, and they continue to impress with each style. This is a great saison, but there seems to be a hint of "tripel" here too.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 Poured from 750ml, corked bottle conditioned, into a Libbey Snifter Glass.     Look- Nice bottle with instructions on serving and story on back label. Gorgeous honey color with 2 finger head when poured that stays around for a nice time. Little transparency in the glass.    Smell- crisp, notes of orange, ginger and spices.     Taste- Refreshing, not to sweet, not to bitter. Like a mix between a whitbeir and Belgium trippel.     Feel- Nice carbonation, easy going down and good amount of alcohol taste.     Overall- had this beer three times now and love it. Really like Ommegang and is one of my go to for ales. This beer is a real treat with a refreshing taste, lots of carbonation and complex flavor. Easy going down but good amounts of alcohol content. Go Ommegang.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 Substantial yellow haze, 3/4" white head. Aroma rocked that spice cabinet chalk full of clove and whatnot.    Taste was more wheat than almost any beer I've had which is saying a lot. Alcohol was kinda pronounced. Some citrus in there. Really tastes more like a hefe than a saison. Lacks the dry finish, the levity. This comes off as an imperial hefeweizen. The clove dominates. Format is expensive.     Break out the "overrated" chant.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Bottle 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Pretty great accessible saison. Nice golden light haze color with an aggressive head. Definite lemongrass, spice, little clove and banana in the aroma. Tastes peppery with notes of lemongrass and herbal characteristics. Nice belgian yeast note with a bit of wheaty malt character. Nicely carbonated.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 the smell profile is delicate - low - refreshing - low floral - low herbal - nice mouthfeel - great head and lacing - delicate aftertaste 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5 Could be the pour or the location but I didn't find this to be outstanding or world class. For me, it tasted slightly better than a Budweiser and I graded accordingly.    Pale yellow, and transparent color.    Smells of banana, light spice like pepper or clove    Taste similar to smell.    Full, dry mouth feel and makes me want another sip.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 This is two years old and it is just awesome.   The appearance is a really pretty hazy golden with a vigorous frothy head that lingers well and left good amounts of lacing.  The aroma is a wonderful medley of earthy zest, pepper and phenolic yeast along with clove and banana.  The taste is earthy zest, clove, and some pepper.  The palate is light yet lingers well with a nice earthy bitterness and sweet fruitiness.  Overall this is an excellent saison from a great brewery.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 5 | overall: 4.5 Tapped at Fraunces Tavern NY.    Served with a sweet scent and no head.     Ester sweet smooth    Intense bitter honey.    Dry finish. 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 c&c 750ml bottle (undated) into an Ommegang tulip at fridge temp.    Look: brilliant mildly hazy yellow-orange with a rambunctious white head.    Smell: lemongrass, hay, sage, clove, pepper.    Taste: sweet clove, honey, banana; hints of lemon zest, black pepper, stone fruit, nutmeg.    Feel: soft and juicy, fairly light body, very easy to drink.    Overall: a nice beer for sure, but I'd prefer a bit less sweetness.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Got a growler of this at the local bottle shop Bear World today. Pours a lovely golden hue, slightly hazy with a nice white bubbly head, nice lacing down my chalice as I drank. Aroma is all sorts of fruit and malts, very interesting. The taste ahhh - malty and fruity, somewhat smoky, well balanced. Has that definite Belgian yeast note you'd expect in this style and it does not disappoint. Feel is wet and dense, leaves me wanting more. This is a truly high quality brew.   
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look: Thinly laced head of off white with short retention. Noticeble carbonation. Light Amber somewhere around a 9. Semi-opaque. Handsome beer.  Smell: Whoa. Smoky, dark, notes grilled wood, wheat malts, rye, sour notes, ginger. Orange and cranberries. Dry hops.  Taste: Smokey notes of oak. Wet pine, wheat malt character, spices, sweet and sour notes. A hint of peaches.  Feel: Acidic on the tongue upon entry, thick and creamy though the middle, and dry on the throat. The taste is mouth-coating.   Overall: The perfect campfire beer. Smooth, rich, complex, and tasty. It tastes like the earth. The perfect Saison.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.75 Sensationally tasty Belgian-style brew. On tap at The Bulldog in Minneapolis. 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 Poured from a 750 ml bottle into a large tulip glass. Pours a hazy golden color that shines beautifully when held to a light, and it has a beautiful pillowy white head about two fingers thick and it lingers well and leaves thick lacing. Smell is of banana, cloves, citrus, and spice, with a touch of grassy hops. Flavor is full of fruity and eatery characteristics from the yeast that pair well with the Coriander and grains of paradise. The flavor finishes with a touch of hops and citrus zest, and slightly dry. Spot on flavors for a saison. Love it! Feel is pillowy smooth with decent body, soft carbonation, and leaves some good flavors on the palate. Overall, this is a fantastic American take on what is easily one of my favorite styles. Ommegang's Dubbel left me wanting more, but this one is spot on!   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Love the slightly tart aspect, and very refreshing considering abv, but noticeable in the finish. Cheers! 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Bright hazy golden color, with a good amount of head.   Smells of grass and hays, with some citrusy taste.   Some hop at the end, but not much.   Such a high alcohol beer, but still very refreshing for the summer.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 I don't have the discerning palate many here seem to have. I can't tell you all the different aromas and flavors I noticed in this beer. What I can tell you is that I love Belgian style beers, particularly Farmhouse Ales. When I think of a Farmhouse Ale, this is the beer that comes to mind and the standard by which I judge all others. This is the beer that makes my mouth water in anticipation every time I try a new microbrew Saison and hope it will be comparable.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Looks effernescent moderately pale yellow with decent head. Tastes of Hefeweizen-like banana note, tartness, and refreshing crisp mild hops. Better than Hill Farmstead's Dorothy- it has an edge on complexity and mouthfeel in my opinion. Awesome beer and would not hesitate to have again.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I bought a bottle of the Hennepin from my local Meijer and was quite pleased. It poured a slightly hazy yellow with white head that did not leave much lace. I was careful with the pour to ensure that I did not get much sediment in the glass. The scent was floral with waifs of fruit. The taste was nicely balanced with potpourri and lemon like fruit. The mouthfeel was medium in body with good carbonation. Overall this was a solid saison.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Poured into tulip, 2 finger head disappears quickly. Smells like a farmhouse ale alright. Not much lacing as a I drained the glass. Slightly tickly on the tongue. Well carbonated. Finishes with Hops.   
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 Bottle BB 1/20/17. DFH Tulip.    A (5): Pours a slightly hazy light gold with three fingers of frothy, foamy, white head that seems to be lasting forever. Arguably the thickest, longest lasting head I have ever had on any beer, ever. Loads of carbonation streaming up from the sides and bottom of the glass. Lacing is exquisite.     S (4): As soon as I popped the top, I could smell the Belgian phenolics: bubblegum, spice (not clove, but similar), yeast, green banana, candied orange peel (orange peel is really in there, go me!).    T (4): Tricky and deceptive arrival; complex flavors that call you to attention immediately, but I wouldn’t call it bold – this is not Duvel; it is overwhelming and laid-back all at once; slightly malty and phenolic/spicy arrival, turns more phenolic and slightly medicinal on the mid palate (ginger?); goes for a slight funk/dried straw note right at the end, and then bitters to a very smooth, lingering phenol, spice, and hop ending. As was the case with Duvel, I find the hop/clove/alcohol combination to be a bit much as this grows warmer, but it is a really well balanced beer.    M (4.5): Lighter side of midweight, actively carbonated, but not biting. A little residual slickness, but clean and dry overall.    O (4.5): I have seen this beer on the shelves for years and years, and wanted to try it. Now that Ommegang is releasing more things in six packs, I am able to try some of their wares, and I have been impressed with everything that I’ve had. This is excellent, and if I could afford to do so, I would drink this all summer long. 7.7%ABV? You would never guess. This is a deceptively complex yet simple beer; loads of flavor, but eminently refreshing. It reminds me a lot of Duvel, but that, I felt, was overpowering; this is not. And is this ever a beauty to look at and to nose. I’ve only had two other Saisons: the first one I don’t really remember, the second I remember because it was awful. I suppose in this case, the third time was the charm.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a straw gold, pretty hazy. Leaves a 2 1/2 inch white foamy head that retained pretty well. Left a lot of lacing behind. Smell is forward on the Belgian yeast, followed by cherry, orange, and some apple. Hits the tongue sweet from the malt, followed by fruits similar to the smell. The apple and orange come through clearly, with pear as well. Fruit flavors work well for this saison. Feel is very refreshing. Light, crisp body, with lots of carbonation. Leaves a bubbly finish on the tongue reminiscent of champagne.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 poured into Tulip from bottle, 2.5 fingers white soapy head recedes to a pool around the outside of the glass. Light golden in the glass, was careful with the pour, but there is a good bit of yeast in suspension, but that doesn't bother me. Smells of biscuit, lemon, faintly of ginger.. Taste is initially sweet malt in the beginning, followed up by coriander, faint orange and a hint of ginger heat/or saison spiciness. Beer has a somewhat sharp, spicy dry finish. Mouthfeel is great, carbonation makes it almost champagne like. Great beer, keeping these on hand for when we go out for sushi.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a clear yellow well-carbonated appearance. Also has a fairly well-sized head.     Smells of Belgian yeast, bananas, exotic fruits, and some general herbal spices.     Mouthfeel is light, just according to the style. The bananas and wheat comes through, but otherwise, this is fairly basic.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 Known as the king of Farmhouse ales, I had to try this.     Hennepin comes barreling out of the bottle before I got a chance to pour it, with toothpaste-like thick foam, bubbling over and creating a beautiful disaster. When poured, the liquid takes a second or two to get past the foam and then develpps into a perfectly hazy, light mango flesh colored body. The head continues to look like shaving cream mixed with white toothpaste, just absolutely pasty and unrelenting. 100% opacity.     Fresh fruits on the nose with green and white grape, oranges, stone fruits/drupe, cantaloupe, accented with cinnamon and pie spices.     A wheaty-hay character starts it out, followed by a wash of circus peanut, banana split, and yeast. A stale cracker/wet hay malt flavor permeates the profile though, detracting a bit from the experience overall. Some lemon-lime flavored water finishes out the profile. 4 seems too generous and 3.75 seems too low, it's a hard decision.     Feel is crisp, light, and dry like a white whine or champagne. Not bad at all and a great compliment to the style and flavor profile.     Overall, I think this is the first Saison I've had this season, though I may be mistaken. Perhaps I'm not giving it a fair chance, but I thought this was just above average. Not neccesarily bad, but not totally mind-blowing either. Will I have it again? Maybe. Great Divide's Collette and GI's Sophie still reign as king in my book for the Farmhouse Ale.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Another fine buzz..nice head, bold but smooth flavor...one of my faves for a Sunday football game on a late fall afternoon 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 2.75 | overall: 4 It's like the cimarron of saisons. Good individual bits on a chassis that can't deliver. The mouthfeel is really poor, it's thin where it should be thick. Overall not terrible but that mouthfeel is disappointing in an otherwise great beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Paired with Turkey in Red Peanut Mole 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pale golden, highly carbonated pilsner pour with a beautiful, creamy white head. Spicy, fruity & very dry palate & flavor. Finishes slightly bitter, lemony & dry. Very well hidden 7.7% ABV in this one.   
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 5 This ale is a master stroke of taste and marketing. Overall, the only "5" rating I have ever given a brew.    First I want to talk about the marketing. (Besides, Hennepin's 2177 reviews have said everything about taste imaginable.)  So, here is my take based on a few facts and what I hope is informed speculation. Duvel's success made clear the huge potential market for Belgian ales... and how hard it is to distribute in 50 states. Duvel's owner (Moortgat) becomes Ommegang's original and, eventually, controlling investor. Seemingly, Ommegang's strategy was to get the lead in America's market by helping build and tagging along with Duvel's distribution network here. Both grew. (Hennepin, a Belgian missionary, discovered Niagara Falls.) I view Hennepin, the beer, as Moortgat's missionary to help bring Belgians to America.    It also helped that Hennepin tastes great. If you want to review BA's Bros and Top Raters as I did, I find little more I can say except to relay some other experts. However, I will note that the label pictured above is superior to the current one after Duvel's marketing people, I presume, got involved. But, there is no need to judge this gem by its cover.    While MJ's 1999 "Guide" gave Hennepin 3 of 4 stars and called it "fruity, dry counterpart to a Belgian saison", MJ gets wildly enthusiastic on page 416 of his "Great Beers of Belgium" and even compares it to the classic Saison Dupont.    Oliver Garrett's calls Hennepin "Ommegang's finest creation" (page 197 "Brewmaster's Table") and talks about how its sweet and sour center makes it an excellent accompaniment to food.     These two generations of beer's master writers agree. So 2177 reviewers and one of BA's highest rated saisons must all be correct !    Collectively, Hennepin is a master stroke on a mission.   
look: 4 | smell: 2.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 Just an excellent saison. It hits every note of the style with near-perfect pitch:    Hazy golden color? Check.   Big rocky head that disappears quickly? Yep.  Smell of wet hay and hard fruits? Oh yes.   Sweet taste on the tip of the tongue, with a dry champagne finish? You betcha.   Crisp mouthfeel and moderate carbonation? Of course.    Damn this is a good beer. I like it so much that I got a 1/6 barrel for my kegerator today.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 3.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Billowing, egg-shell colour head standing nearly 3 fingers tall, reducing to a half finger with fantastic retention. Light lace common of the style. Copper/light yellow hue, bubbly carbonation.    Light farmhouse funk on the nose; straw, must and light skunk, going hand in hand with banana, bread, bubblegum and spice.    Orange peel, lemon rind, papaya, banana + peel, coconut, lemon candy, apple, pear, cracker, bread, Belgian yeast, pine, earth, clove, coriander, peppercorn, ginger. Floral and herby. Medium bodied, slightly astringent, earthy, crisp and refreshing. Would pair great with a proper meal. Exceptional saison, just needs that "it" factor.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Pours a slightly hazy straw color with a one and a half inch white head and decent lacing. Smells yeasty, floral, bananas, orange and spices. Tastes of yeasty bread, bananas, lemongrass, cloves and orange peel. Finishes with a bit of hops. Well carbonated with a smooth mouthfeel, crisp and refreshing.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
