look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 2.5 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5 So my rating is due to being in the Pacific Northwest for 5 years. This beer just does not compare to the IPA's I have enjoyed in the PNW. The overall badly is light, strong piney, and the finish is shallow. It has a moment but it is short lived. Bought this in a can at Whole Foods in Ausrin TX. I alwYs Che k BA but this one did not live up to the ratings.   
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 4 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a slightly hazy honey color. Lots of carbonation rising to the top. Head is one finger and off-white. Retention is decent.    Piney hops in the nose. Citrus peels are noticeable. Malts are there to balance it out. No lingering bitterness.    Malty with some nice piney hops to keep it in check. Nothing complex. Just a well balanced IPA,    Light and easy on the carbonation. All Day IPA is a fitting name.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Canned on 1/24/2018. Poured from the can into a pint glass. The beer pours a yellow/orange with a two-finger head. The smell is hops, grapefruit and a little pine. The taste is a bold IPA flavor, you wouldn’t think this is a session IPA if the can and abv didn’t say so. The texture is great, not too heavy but not to light. Overall this is a good sipper if you don’t want to drink a 7% IPA at noon and still want to be productive throughout the day. The can doesn’t lie this is an excellent “All Day IPA”.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 2.75 | overall: 3 No strengths but no weaknesses either. Rating it again, minimal complexity and falls flat for me. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 clear light amber with a frothy white head, quite lacy; mils aroma; smooth carbonated feel; pleasant tast, mild hops, not bitter, but slightly tart; yes, a session IPA   
look: 4.5 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 I can see why this is one of the go-to standards from Founders. A great, sessionable IPA. Nice golden color with moderate white foamy head, some mild lingering lacing. Smells of nice hops, more floral than citrus. Tastes of floral hoppiness, some nice bright fruit, malt and biscuit. Very little bitterness. Thin mouthfeel, perfect amount of moderate carbonation throughout. A great, rock-solid beer.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Stupid-ass 19.whateverthefuck oz can poured into shaker pint. Poured a lightly cloudy yellow-gold color with about 5/8 inch of white head that had good retention and lacing.    The aroma had nice hops, and mild grain.    Taste was the same, citrus.pine hops over soft malt.    The body was light, had good carbonation, and a semi-dry finish.    Drinkability was fine, no issues, except for the idiotic can size. Overall, solid enough. It's no Field 41, but it's enjoyable enough. worth trying if you see it.   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.25 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 355ml bottle poured into tulip.    Pours a clear medium amber with half a finger of dirty white head that leaves Alpine cliffside lace as it recedes.    Smells of lime peel, lemon zest, crisp caramel malt and freshly cut lawn.    Tastes of white bread crust, mixed citrus rind, mild caramel and more grassy, piney hops.    Feels bright and clean. Lean medium bodied with peppy carbonation. Finishes dry.    Verdict: Recommended. A nice little beer that is easy to drink and tastes good.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured into a tall clear glass. Has a rich glowing amber color, thick head, a lot of lacing, and moderate-high carbonation.     Smells of melon, tangerine, orange, essentially a lot of citrusy hops, along with pine.    Tastes much like the aroma. Grapefruit, orange, and tangerine up front, along with a grassy, pine supplement. Has melon, pineapple, and slight lemon peel in the back. Feels smooth.   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 bought TWO 15- packs when I saw them at the market :    A 2 fingers of nice thick off-white head, settles to a nice rocky film with loads of lacing.  nearly clear and color of honey.    S love the hops to the nose    T Very nuce. this is good stuff - hoppy with a hops aftertatse.    M not too thick, this will be a good session beer    D d is for DRINK em by the DOzen! (LOL)   
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 One of the best budget ipas in my opinion. Nice hop forward smooth finish, keeps you thirsty for more. As they say its an all day beer meaning decent for high class day drinking. Like not crushing 10+ beers before 4pm at a kegger but more like relaxing at the beach having a few nice canned ipas over the course of a few hours while still being able to play a game of beach vollyball. Aka sessionable. And ya for the price its tough to beat.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 Nice deep golden color, quite clear. Pours a thick white head head, creamy and long lasting.    Healthy hop nose with some pine    Big hop flavor up front with some pine and nutty notes, pretty thin in terms of malty flavor as expected for the style. Thin into the finish, but with some nice subtle hop bitterness.     Light body, medium carbonation. No astringency or harshness. Fairly thin and gentle on the tongue.    In the upper tier of session IPAs that I've tried. Slightly thin, but nice hop character.   
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 Good strong straight hop flavor. Not my favorite but good for the style 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 3.5 | smell: 2.25 | taste: 2.5 | feel: 2.25 | overall: 2.25 
look: 2.5 | smell: 3 | taste: 2.25 | feel: 2.25 | overall: 2.75 Light bodied & refreshing but way too piney tasting for a low abv All Day Session IPA. Maybe this can be enjoyed all day for some folks but not this fella right here. Cheers! C   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Canned 1/16/18, consumed 4/1/18    Got a cold 19.2oz. can at the A's vs. Angels game at O.co Coliseum.    Drank it out of the can at the ballpark, I want to put N/A for Look but that's not an option.    Aroma and taste were both perfect for a session IPA, not as pungent and dank as regular IPAs but definitely not light or watered down in any way.     Mouthfeel was light and easy, all day is the perfect name and description for the way these go down.     Overall, I'm going to be adding this to my list of session beers around 5%ABV to pick up. Perfect ballpark beer - so glad they had this as an alternative to all the lagers and blonde ales.   
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 I’m not a big fan of session ipas but this one is done well. Easy drinking and not overly bitter. 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 2 | feel: 2.5 | overall: 2 I'm not a big beer snob, and can usually tolerate just about anything. But I bought a 12 pack of this, and it was just not for me as all I tasted was the hops, and it was just too overpowering. Like picking flowers from mom's flower garden and sticking them in water. It smells good, but that almost perfume like smell is definitely too present in the taste. Founders has some good brew, this just wasn't one for me.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 As session IPA s go, this is darn tasty. Avoids the pitfalls of being a watered down version of a full fledged IPA, it's got taste and nice aroma. Thumbs up.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 Weak sauce. I am sorry but this beer sucks. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This is a great session IPA. One of tge best out there 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.25 | overall: 3.5 Clear straw color with a foamy head that settles fairly quickly. Smells floral and fruity (I get mostly grapefruit and lemon). Taste is about the same, but finishes more on the floral/grassy side. It has a fairly thin body and some mild bitterness in the finish. They were going for a beer you can drink a lot of, and I think they did it fairly well.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 355ml can.  L: Opaque, burnt orange colour. Two fingers of off-white, dense, lumpy head collapses slowly to leave a thick cap and lots of lacing.  S: Light, short-lived, citrus aromas.  T: Soft, sweet orange plus spice and wood. Bitter hops.  F: Light body, light carbonation, kick of bitterness in the finish, decent mouth coating. But ultimately still a little thin.  O: A decent low ABV AIPA but the mouthfeel suffers as usual. Proof again that it’s almost always better to drink a genuine low ABV style, like an English pale ale, than a low ABV version of a high ABV style.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3 | smell: 4.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 Awesome nose, really hits you when you open it up. Mouthfeel is refreshing, taste is about average. It’s Lower than normal ABV to promote drinkability but the taste suffers a bit as well. Certainly not a bad beer to sip on, and serves its intended purpose.   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 3.5 | overall: 4 A: Cloudy golden straw color with an orangish hue, large fluffy head that hangs around, great lacing    S: Really hoppy, lots of citrus, and pine    T: I get the hops, citrus and pine again, the malt backbone balances well. The taste is not near as powerful as the smell but I guess that is to be expected with a session beer.    M: Light     O: A really flavorful session beer. I like these types of beers because you can drink several in a setting and not feel the effects near as bad.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 19.2 oz can, dated 10/24/17.    Clear amber with a big, creamy white head that leaves behind patchy lacing on the glass.    Aroma is a classic mix of pine, grapefruit, and orange citrus. Faint sweet pale malt too, if you really search for it. Flavor is citrus and tropical fruit, with bitterness from the hops. Not much else going on other than that.    Body is medium-light and it's refreshing and easy to drink. It teeters on the edge of becoming too thin, but there's just enough body there to keep you interested.     Admittedly, the session IPA is not my favorite style. But this is likely the best one I've had. Most just taste like hop water and lack character but this is more akin to a pale ale than session IPA.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Beautiful orange color, head dissipates quickly leaving very fine remnants floating on the surface, low but perceptible and pleasant carbonation, nice high quality hop finish, not overdone. Picked up a box of 15 cans at Whole Foods, seemed like a good deal. Quite good.   
look: 4 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Great beer, easy drinking. Light on ABV, but nice and refreshing after a long day. My go-to fridge beer. 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Buy in 15 can pack. My go to beer. Not high in alcohol, refreshing and just good to drink any time. Very good IPA. 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Poured from 12-ounce bottle into a glass goblet. Clear copper-colored body, with two fingers of off-white head that left a modicum of sticky lacing as it settled. Even at two months past the bottling date, there was lots of hop character. Big aromas and flavors of pine, orange, and citrus zest, balanced by a light caramel malt presence. Light to medium mouthfeel, crisp finish, and a bit of resin and citrus zest lingering on the palate. Light and refreshing. this one delivers.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 A: light to clear orange, 1finger head w/medium lacing   S: Strong piney resin hops up front, very little citrus  T: mild earthy and good pine   M: kind of flat and would of liked a little more carbonation, especially up front.  O: A "middling" Session...nothing to write home about but wouldn't turn one down either.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 Can poured into Spiegelau IPA glass.     Not going to dwell on this for too long. Suffice to say that this is a slightly better than average session IPA which ticks all the boxes without ever crossing the line from “good” into “excellent“ territory. Pleasant but not memorable. Would definitely drink one if offered though. Cheers.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 L: clear, orange. White head that laced a pint glass.  S: pine, the hops are there.  T: nice balance. Easy to drink. Good beer for those wanting to try an IPA but say they are lager heads  F: light on the pallet. Some fizz   O: solid IPA. Refreshing and truly "all day" with a ABV under 5%   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 My favorite session IPA. It amazes me how Founders can punch so much flavor into such a low ABV / lower cal. Beer. This is the one to drink on a hot summer day . Powerful citrus and pine taste . Beautiful golden - orange in color. Goes down easy . Try this one if you haven’t yet .   
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Easy drinkin alrite 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.25 This is my going out go to. Easy to drink a bunch of these. Good hop flavor 
look: 3.5 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured from a 19oz can into a glass. Pours a wonderful golden amber color with a light white head that fades quickly. Upon cracking the can, the air is filled with the smell of lemongrass and citrus. A wiff of the glass reveals hints of melon and pine.  A decent malt profile takes a backseat in this hop - forward sessional. Flavors of citrus and lemongrass rush in with a touch of chamomile. Then, juicy notes of melon sweep over, immediately followed by a classic resinous pine and a lingering bitterness.  Perfectly carbonated per style; this brew has a smooth, almost silky finish with a refreshing but not-too-thin body. This is a fantastic example of a session IPA; it definitely showcases some classic and delicious hop character.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Average. Not bad but not great. Like an "IPA Lite". Less filling. Works great for while working outside without being too full. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Maybe it's not the best representation, but I'll take it for what it was - I grabbed this Founder's All Day IPA 20oz for $2.00 at HEB here in Beaumont, Texas. The look - golden. A little sticky, with a decent retention. I'm surprised. The smell on this one is nice, how could anyone complain? Have you seen the alternatives people?!?! Smell is of pine, hop resin, and just general dankness. Had I not known better, this would be a lot more expensive of a beer. In fact, lots of fools try to pass off beers as being "great" when they are no more fresh or better than this one. The flavor is also great, matching the hops, just a little light on the bitterness. The feel shows that it is a session ale - super light. I guess that's why people don't rate this higher or something? Maybe I just got a really fresh can, but I would say that this is a perfect introduction for someone to an IPA without all the barriers that might stop your everyday Natty Lite type drinker. I've drank a lot of beers and this one is not bad at all. There is a little bit of barley/grain that kind of seems to sit in the finish, but this beer is supposed to be a session ale, and it does what it does like a boss. Cheers.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 From a can stamped 9/18/17. Pours a clear orange with a finger of white head that dissipates quickly. Smells of grapefruit. Fairly light feel, slightly sticky. Tastes of citrus, hop resin, and a touch of malt. I still prefer stronger IPAs, but this is decent and at $15 for a 15-pack, the price is right.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 3 | smell: 3.75 | taste: 3.5 | feel: 2.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 I picked up a 15-pack of cans for $16. Looks and smells like a normal IPA. Has decent flavor, but tastes a little weak compared to normal IPAs. Takes a little getting use to. I enjoyed the second one more than the first. I prefer this over mainstream lagers with a similar ABV.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Karen's favorite beer. I really enjoy it, too. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 Smooth clean light easy drinking and refreshing IPA. Not too hoppy and lower alcohol...can drink this "ALL DAY"! 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 Just found Founder's recently. The All Day IPA of theirs is the only Founder's beer I have seen in stores. Do they make a regular IPA? I usually don't buy session IPAs because it seems like a scam, less alcohol and more water for the same amount of money. But I saw a 15 pack of Founder's All Day session IPA cans when stocking up for hurricane Irma on sale, so I bought it. It was delicious! Very light, refreshing, decently carbonated, almost bitter enough, and not too much aftertaste, fairly dry and clean. Easy to drink, and very convenient for long days of drinking... not much alcohol in them, a bit hard on the wallet, but a lot of fun.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
